Date,rate_BAC,rate_VOO,Sector,rate_BLK,rate_C,rate_COIN,rate_JPM,rate_MA,rate_MS,rate_PYPL,rate_V
2023-10-20,-30.92,-2.89,Financial Services,-20.04,-25.21,-27.87,0.1,9.8,-20.93,-52.91,9.45
2023-10-23,-32.85,-3.06,Financial Services,-20.06,-26.69,-25.42,-1.26,9.6,-22.46,-52.86,8.59
2023-10-24,-33.12,-2.34,Financial Services,-20.35,-26.62,-20.75,-1.14,10.5,-22.62,-52.16,10.04
2023-10-25,-32.91,-3.7,Financial Services,-20.82,-27.22,-24.86,-1.68,10.33,-22.79,-54.57,11.06
2023-10-26,-31.42,-4.87,Financial Services,-21.02,-25.85,-27.92,-1.42,4.28,-22.07,-54.35,8.47
2023-10-27,-33.9,-5.28,Financial Services,-22.15,-27.92,-31.61,-4.95,4.14,-23.87,-55.54,7.54
2023-10-30,-32.54,-4.16,Financial Services,-21.01,-26.62,-28.89,-3.75,6.46,-23.66,-54.96,9.31
2023-10-31,-30.84,-3.59,Financial Services,-20.37,-25.57,-25.51,-2.61,7.57,-23.41,-54.3,10.25
2023-11-01,-30.1,-2.49,Financial Services,-19.5,-24.88,-24.38,-2.64,7.83,-22.83,-53.4,11.64
2023-11-02,-26.97,-0.7,Financial Services,-16.01,-21.65,-17.97,-0.95,9.17,-20.18,-50.46,13.77
2023-11-03,-24.91,0.19,Financial Services,-14.35,-19.97,-16.84,0.13,10.1,-17.22,-49.57,13.93
2023-11-06,-25.14,0.38,Financial Services,-14.93,-20.38,-16.3,0.87,10.13,-17.58,-50.84,13.88
2023-11-07,-25.58,0.65,Financial Services,-15.52,-20.53,-13.68,0.82,10.88,-18.01,-50.84,14.47
2023-11-08,-26.29,0.73,Financial Services,-14.72,-20.79,-14.41,1.31,11.11,-17.52,-50.44,14.07
2023-11-09,-27.23,-0.01,Financial Services,-15.11,-21.38,-10.01,1.01,10.63,-19.43,-51.14,13.03
2023-11-10,-26.83,1.52,Financial Services,-13.45,-20.3,-9.96,2.49,12.42,-18.21,-50.71,14.69
2023-11-13,-26.78,1.42,Financial Services,-13.9,-19.14,-10.23,2.04,12.41,-18.52,-51.05,14.42
2023-11-14,-22.8,3.34,Financial Services,-9.38,-16.02,-10.76,3.89,13.33,-14.99,-49.01,15.47
2023-11-15,-21.75,3.57,Financial Services,-7.94,-15.04,-4.89,4.79,13.1,-13.52,-47.61,16.02
2023-11-16,-21.96,3.71,Financial Services,-7.18,-15.44,-6.08,5.97,13.18,-13.54,-48.89,16.23
2023-11-17,-20.81,3.86,Financial Services,-6.93,-14.14,-4.02,6.92,14.08,-12.87,-49.13,16.69
2023-11-20,-20.73,4.63,Financial Services,-6.42,-14.33,2.8,7.24,15.23,-13.5,-48.73,16.88
2023-11-21,-21.65,4.36,Financial Services,-5.95,-14.65,2.21,7.02,16.5,-14.82,-50.16,17.92
2023-11-22,-21.73,4.81,Financial Services,-5.64,-14.78,5.85,7.27,16.89,-14.8,-49.32,18.61
2023-11-24,-21.46,4.87,Financial Services,-5.27,-14.39,11.94,7.42,17.5,-14.63,-49.83,18.88
2023-11-27,-21.91,4.69,Financial Services,-5.19,-14.67,16.04,7.18,16.51,-15.39,-49.27,18.81
2023-11-28,-21.98,4.79,Financial Services,-4.43,-15.02,24.27,7.42,16.52,-16.54,-47.41,18.25
2023-11-29,-20.23,4.72,Financial Services,-3.1,-13.59,23.83,7.96,16.75,-14.74,-47.85,18.85
2023-11-30,-19.83,5.12,Financial Services,-2.61,-13.03,20.83,9.18,17.87,-13.88,-48.18,19.99
2023-12-01,-18.43,5.62,Financial Services,-1.93,-11.01,29.04,9.53,17.69,-11.98,-45.49,19.51
2023-12-04,-18.73,5.11,Financial Services,-1.92,-10.79,36.0,10.32,16.0,-11.64,-45.31,18.6
2023-12-05,-19.31,5.08,Financial Services,-2.14,-11.95,35.14,10.3,16.13,-12.75,-47.04,18.66
2023-12-06,-19.43,4.72,Financial Services,-3.33,-9.94,29.78,9.16,16.6,-13.57,-45.6,18.54
2023-12-07,-19.12,5.4,Financial Services,-3.08,-8.84,31.28,9.49,17.37,-12.56,-46.54,19.14
2023-12-08,-18.4,5.77,Financial Services,-3.15,-8.16,41.33,10.68,17.09,-10.49,-46.13,19.1
2023-12-11,-18.66,6.12,Financial Services,-2.34,-9.44,33.04,11.08,18.08,-9.91,-46.04,19.41
2023-12-12,-18.9,6.6,Financial Services,-1.65,-9.58,34.35,11.92,19.49,-9.07,-46.18,20.71
2023-12-13,-16.09,7.92,Financial Services,-0.23,-7.6,43.23,12.24,20.59,-6.87,-43.61,21.91
2023-12-14,-11.98,8.21,Financial Services,3.15,-6.21,45.83,13.96,18.88,-1.04,-43.48,20.35
2023-12-15,-12.71,8.06,Financial Services,4.35,-6.85,41.13,14.69,18.88,-0.45,-44.03,20.05
2023-12-18,-13.08,8.62,Financial Services,2.08,-7.11,45.66,15.28,20.52,-1.34,-43.84,20.2
2023-12-19,-12.89,9.16,Financial Services,2.64,-5.24,52.5,16.7,20.77,-0.08,-42.65,20.82
2023-12-20,-14.15,7.51,Financial Services,1.27,-6.51,53.12,15.48,19.33,-0.93,-43.63,19.72
2023-12-21,-13.63,8.36,Financial Services,2.38,-5.73,58.57,16.09,20.28,0.69,-43.39,20.64
2023-12-22,-13.08,8.57,Financial Services,2.75,-5.34,65.16,16.03,20.44,0.45,-43.56,20.22
2023-12-26,-12.06,8.94,Financial Services,3.22,-4.63,62.12,16.66,20.34,0.91,-43.0,20.5
2023-12-27,-12.1,9.1,Financial Services,3.97,-4.46,73.79,17.3,20.5,1.8,-42.91,20.41
2023-12-28,-12.01,9.11,Financial Services,4.1,-4.37,74.78,17.88,20.97,1.78,-42.6,20.97
2023-12-29,-12.51,8.87,Financial Services,3.81,-4.49,63.78,17.75,21.02,1.36,-43.89,20.95
2024-01-02,-11.74,8.16,Financial Services,2.47,-2.09,47.83,18.67,19.55,2.02,-43.05,20.02
2024-01-03,-12.66,7.53,Financial Services,0.57,-1.1,43.64,18.2,18.74,-0.12,-45.43,19.65
2024-01-04,-11.97,7.23,Financial Services,0.79,-0.88,46.74,18.25,19.01,0.1,-45.59,20.36
2024-01-05,-10.35,7.36,Financial Services,0.4,0.13,45.23,18.83,18.92,1.04,-44.08,20.4
2024-01-08,-10.95,8.85,Financial Services,2.19,-0.37,50.32,18.71,19.63,1.27,-42.6,21.7
2024-01-09,-12.05,8.62,Financial Services,1.91,-1.14,43.34,18.02,19.8,0.06,-43.23,22.06
2024-01-10,-12.11,9.22,Financial Services,1.68,-1.82,42.69,18.21,21.39,-0.42,-43.32,22.62
2024-01-11,-13.04,9.19,Financial Services,1.7,-3.19,33.18,17.84,20.96,-1.23,-42.96,22.38
2024-01-12,-13.77,9.23,Financial Services,2.45,-2.4,23.43,17.2,21.62,-1.91,-43.28,22.44
2024-01-16,-15.17,8.92,Financial Services,1.57,-3.5,26.34,16.66,21.41,-5.03,-45.63,22.93
2024-01-17,-15.84,8.42,Financial Services,1.16,-4.25,26.32,16.2,21.15,-6.33,-44.3,23.57
2024-01-18,-15.98,9.22,Financial Services,1.99,-4.61,17.39,16.37,22.08,-6.75,-42.27,24.25
2024-01-19,-14.97,10.34,Financial Services,3.07,-4.01,17.77,17.84,23.77,-5.55,-38.84,25.51
2024-01-22,-14.28,10.55,Financial Services,1.85,-2.08,21.02,17.74,24.6,-5.23,-40.75,25.65
2024-01-23,-13.77,10.83,Financial Services,1.69,-1.42,17.23,17.15,24.33,-4.25,-39.79,25.68
2024-01-24,-13.27,10.91,Financial Services,0.9,-1.48,14.55,17.95,24.31,-3.44,-41.42,25.86
2024-01-25,-12.31,11.43,Financial Services,1.44,-0.8,14.24,19.23,23.78,-3.01,-43.55,26.29
2024-01-26,-12.21,11.37,Financial Services,1.08,-0.89,18.19,18.88,24.26,-3.29,-42.56,24.16
2024-01-29,-11.79,12.06,Financial Services,1.24,-0.25,25.36,19.12,24.84,-3.39,-40.74,26.77
2024-01-30,-8.86,11.99,Financial Services,0.4,4.63,23.48,21.26,26.13,-3.39,-40.81,27.89
2024-01-31,-10.8,10.45,Financial Services,-0.49,3.12,21.01,20.1,27.26,-3.79,-42.97,26.65
2024-02-01,-11.73,11.46,Financial Services,0.77,2.89,21.33,19.37,29.99,-4.15,-41.59,27.36
2024-02-02,-11.92,12.41,Financial Services,1.13,2.05,21.58,19.96,29.89,-3.69,-41.23,27.4
2024-02-05,-13.09,12.07,Financial Services,0.56,0.38,10.56,19.83,28.84,-5.09,-42.03,26.9
2024-02-06,-12.97,12.35,Financial Services,1.15,0.12,12.88,20.21,29.88,-4.87,-40.02,27.3
2024-02-07,-12.61,13.07,Financial Services,1.98,0.45,15.0,20.42,30.27,-4.98,-40.46,28.18
2024-02-08,-12.76,13.13,Financial Services,1.8,0.02,24.76,20.02,29.26,-5.35,-47.02,26.96
2024-02-09,-12.89,13.64,Financial Services,2.29,-0.5,33.55,20.15,29.15,-5.09,-44.46,27.18
2024-02-12,-11.5,13.6,Financial Services,2.85,-0.62,38.51,20.65,29.38,-4.05,-43.37,26.72
2024-02-13,-13.74,12.17,Financial Services,-0.12,-2.69,32.05,19.64,29.8,-7.19,-45.07,27.02
2024-02-14,-12.76,13.12,Financial Services,0.8,-0.52,50.71,20.81,30.91,-7.16,-44.5,27.72
2024-02-15,-10.33,13.8,Financial Services,2.38,1.68,55.65,23.35,32.35,-5.35,-43.73,29.08
2024-02-16,-10.28,13.28,Financial Services,1.88,1.03,69.32,22.79,31.61,-4.45,-44.25,28.11
2024-02-20,-10.62,12.73,Financial Services,2.39,2.05,62.78,23.26,27.74,-5.7,-44.73,26.76
2024-02-21,-11.29,12.83,Financial Services,3.31,1.89,52.61,24.03,29.46,-5.58,-45.8,27.4
2024-02-22,-11.52,14.94,Financial Services,4.31,2.91,60.54,25.46,32.42,-5.16,-44.99,30.18
2024-02-23,-10.72,14.99,Financial Services,4.33,2.96,55.94,26.07,32.85,-4.4,-44.23,30.12
2024-02-26,-11.52,14.61,Financial Services,3.38,1.94,82.05,25.66,33.11,-5.35,-44.08,30.34
2024-02-27,-9.78,14.81,Financial Services,2.69,2.58,86.99,25.72,33.17,-5.55,-43.3,29.95
2024-02-28,-9.7,14.65,Financial Services,3.84,1.38,88.47,26.34,34.14,-4.94,-43.21,30.93
2024-02-29,-9.15,15.05,Financial Services,4.05,2.18,91.06,27.47,33.17,-4.95,-43.13,29.74
2024-03-01,-9.43,15.81,Financial Services,4.4,2.34,91.5,26.48,33.02,-4.39,-42.19,29.42
2024-03-04,-7.38,15.68,Financial Services,6.82,3.3,113.01,27.4,31.14,-0.57,-42.7,28.39
2024-03-05,-6.75,14.57,Financial Services,5.88,3.51,101.51,28.64,30.89,-1.56,-44.31,27.91
2024-03-06,-6.68,15.15,Financial Services,6.31,5.37,121.75,29.28,31.93,-5.33,-44.45,28.35
2024-03-07,-6.13,16.24,Financial Services,6.47,6.15,125.53,28.19,30.89,-4.81,-44.09,27.43
2024-03-08,-6.21,15.57,Financial Services,7.03,5.77,138.55,28.42,31.33,-3.83,-43.61,28.19
2024-03-11,-5.46,15.48,Financial Services,5.65,5.59,136.27,28.46,31.31,-3.94,-42.61,28.41
2024-03-12,-5.27,16.5,Financial Services,6.21,5.66,138.1,29.35,32.29,-3.82,-42.66,29.88
2024-03-13,-4.96,16.35,Financial Services,5.76,6.23,134.0,30.23,33.02,-1.3,-40.37,30.42
2024-03-14,-5.98,16.14,Financial Services,3.6,5.01,117.22,28.28,34.05,-1.57,-39.85,30.97
2024-03-15,-6.71,15.48,Financial Services,2.82,5.96,125.29,29.61,33.08,-2.36,-40.0,29.49
2024-03-18,-5.14,16.07,Financial Services,2.53,7.81,122.75,30.96,33.89,-2.82,-38.69,30.38
2024-03-19,-5.1,16.58,Financial Services,2.79,8.17,115.24,31.42,35.28,-2.31,-39.85,31.4
2024-03-20,-3.49,17.38,Financial Services,4.74,10.15,136.38,32.43,36.37,0.91,-37.92,32.26
2024-03-21,-1.8,17.69,Financial Services,7.77,12.01,140.42,33.53,36.53,3.16,-36.88,32.75
2024-03-22,-2.82,17.27,Financial Services,5.61,11.22,135.3,32.55,34.65,1.57,-38.18,29.58
2024-03-25,-3.25,17.03,Financial Services,4.53,11.42,154.41,31.83,33.12,0.68,-37.01,28.66
2024-03-26,-2.76,16.78,Financial Services,5.03,12.62,144.22,32.26,33.33,0.83,-36.38,28.39
2024-03-27,-1.26,17.57,Financial Services,6.9,14.46,136.24,34.07,33.64,3.27,-36.47,27.68
2024-03-28,-1.03,17.56,Financial Services,6.72,15.29,142.89,34.44,34.63,4.0,-36.07,27.7
2024-04-01,-1.83,17.14,Financial Services,5.75,15.39,130.32,33.21,33.19,3.25,-37.28,26.87
2024-04-02,-2.35,16.47,Financial Services,4.48,14.31,125.04,33.16,33.47,2.35,-37.63,26.94
2024-04-03,-2.02,16.56,Financial Services,4.25,12.31,129.88,32.85,32.92,2.67,-36.99,26.28
2024-04-04,-3.23,15.31,Financial Services,1.41,10.96,128.22,31.34,30.83,1.89,-37.75,24.96
2024-04-05,-2.79,16.37,Financial Services,2.09,12.16,120.87,32.36,32.84,2.09,-37.17,26.36
2024-04-08,-1.88,16.41,Financial Services,2.82,12.38,134.44,32.95,33.31,2.9,-36.04,26.64
2024-04-09,-1.39,16.55,Financial Services,2.89,12.28,122.13,32.24,31.47,3.71,-35.5,26.17
2024-04-10,-3.69,15.5,Financial Services,0.35,10.03,129.18,31.35,30.65,1.45,-36.41,25.17
2024-04-11,-4.32,16.27,Financial Services,0.64,10.84,139.72,31.33,30.41,-3.04,-36.48,25.7
2024-04-12,-5.51,14.8,Financial Services,-2.19,9.27,124.58,24.61,29.61,-3.65,-37.46,25.83
2024-04-15,-5.17,13.46,Financial Services,-2.24,7.57,104.99,24.67,28.07,-2.9,-38.34,23.73
2024-04-16,-8.19,13.26,Financial Services,-3.91,4.99,100.88,23.4,28.08,-0.7,-38.41,23.76
2024-04-17,-6.88,12.6,Financial Services,-3.39,6.92,96.35,22.96,28.17,0.26,-38.57,24.36
2024-04-18,-5.6,12.36,Financial Services,-4.2,7.17,100.21,23.67,26.67,0.44,-39.6,23.77
2024-04-19,-2.74,11.45,Financial Services,-3.87,8.55,93.86,26.43,26.86,0.85,-39.41,23.05
2024-04-22,-0.94,12.38,Financial Services,-2.6,11.58,107.19,28.61,27.23,2.31,-38.63,24.2
2024-04-23,0.66,13.77,Financial Services,-1.78,14.6,116.77,30.36,28.9,4.09,-37.48,25.01
2024-04-24,0.54,13.69,Financial Services,-2.26,14.25,105.84,30.96,28.81,4.19,-37.09,25.42
2024-04-25,-0.49,13.23,Financial Services,-2.91,13.05,105.15,31.15,28.71,2.81,-37.78,25.48
2024-04-26,-0.69,14.34,Financial Services,-2.25,14.58,116.67,31.23,28.79,3.1,-36.05,25.19
2024-04-29,-1.39,14.73,Financial Services,-2.45,13.88,100.21,31.09,27.33,2.34,-35.09,23.98
2024-04-30,-2.77,12.94,Financial Services,-3.28,12.21,87.25,30.08,25.71,0.95,-34.21,22.52
2024-05-01,-2.88,12.36,Financial Services,-3.61,12.04,91.29,29.65,22.81,1.69,-35.29,21.57
2024-05-02,-3.05,13.38,Financial Services,-2.94,12.38,108.08,29.52,22.54,2.87,-34.51,21.69
2024-05-03,-2.12,14.75,Financial Services,-2.09,12.34,103.07,28.77,23.21,3.93,-35.7,22.09
2024-05-06,-1.01,15.88,Financial Services,-0.77,14.61,106.36,29.74,24.78,5.16,-35.79,23.94
2024-05-07,-0.63,16.04,Financial Services,0.02,13.16,95.01,29.57,25.78,6.25,-35.49,25.64
2024-05-08,-0.96,16.05,Financial Services,-0.3,14.5,92.18,32.15,26.25,6.09,-37.5,25.97
2024-05-09,0.51,16.7,Financial Services,1.05,15.52,91.5,33.37,26.44,8.78,-36.89,26.58
2024-05-10,0.94,16.85,Financial Services,2.0,15.9,82.91,34.21,26.85,8.96,-38.34,27.56
2024-05-13,0.33,16.85,Financial Services,1.2,15.67,81.64,34.19,27.06,9.27,-37.37,26.96
2024-05-14,1.05,17.4,Financial Services,2.79,16.01,84.84,36.04,26.09,10.17,-36.76,26.21
2024-05-15,2.15,18.81,Financial Services,4.38,17.18,100.08,36.44,27.13,11.42,-37.42,27.91
2024-05-16,2.95,18.58,Financial Services,3.38,17.0,81.33,36.68,27.37,10.38,-37.22,27.16
2024-05-17,3.13,18.76,Financial Services,3.95,16.87,88.95,38.23,27.75,11.09,-36.86,27.28
2024-05-20,1.91,18.87,Financial Services,3.07,15.23,104.85,32.08,27.59,11.21,-36.58,26.57
2024-05-21,3.75,19.19,Financial Services,3.03,18.1,105.39,34.72,27.43,12.33,-37.23,25.41
2024-05-22,4.0,18.84,Financial Services,2.37,16.43,110.58,33.91,26.72,11.59,-39.08,25.24
2024-05-23,2.69,17.97,Financial Services,0.48,14.98,99.11,32.98,25.26,9.89,-39.68,24.63
2024-05-24,3.87,18.76,Financial Services,0.14,15.99,116.14,35.52,25.26,9.93,-39.62,24.75
2024-05-28,3.02,18.86,Financial Services,-1.17,13.94,122.8,34.71,23.58,9.65,-39.1,23.17
2024-05-29,1.69,18.03,Financial Services,-3.03,13.15,115.24,33.78,22.86,8.34,-40.19,22.21
2024-05-30,1.49,17.25,Financial Services,-2.37,13.0,113.52,34.59,22.76,8.3,-38.77,23.31
2024-05-31,4.51,18.26,Financial Services,-1.09,13.69,105.51,36.81,24.13,8.87,-38.31,23.83
2024-06-03,4.19,18.08,Financial Services,-0.42,12.77,108.63,35.66,22.68,8.33,-37.22,22.51
2024-06-04,3.78,18.22,Financial Services,0.58,11.16,120.1,33.89,23.11,7.48,-37.35,23.43
2024-06-05,4.36,19.6,Financial Services,1.03,12.5,126.55,32.62,23.62,7.57,-37.15,24.36
2024-06-06,3.82,19.58,Financial Services,-0.27,12.8,131.63,32.39,24.17,7.76,-33.76,25.49
2024-06-07,3.99,19.43,Financial Services,-1.51,12.51,120.06,34.41,24.47,8.05,-33.49,26.22
2024-06-10,3.76,19.81,Financial Services,-1.82,11.88,125.12,34.19,24.33,7.29,-33.7,24.6
2024-06-11,1.86,20.08,Financial Services,-2.89,7.74,120.09,30.68,24.27,6.27,-35.97,24.43
2024-06-12,3.15,21.06,Financial Services,-1.33,9.31,129.74,28.8,22.61,6.51,-37.28,22.48
2024-06-13,2.8,21.28,Financial Services,-1.38,9.71,123.17,30.22,23.16,6.04,-39.13,22.87
2024-06-14,2.75,21.38,Financial Services,-1.42,8.08,120.36,30.3,23.06,6.35,-40.02,22.63
2024-06-17,3.38,22.32,Financial Services,0.05,9.41,120.89,31.1,24.01,7.98,-40.51,22.86
2024-06-18,4.57,22.64,Financial Services,0.37,10.71,112.68,32.45,24.56,8.56,-41.51,23.96
2024-06-20,4.57,22.31,Financial Services,0.27,10.42,111.86,33.57,25.22,8.42,-40.84,25.4
2024-06-21,3.34,22.04,Financial Services,0.87,9.28,103.62,31.98,25.86,7.03,-40.04,24.68
2024-06-24,4.65,21.72,Financial Services,2.29,11.73,91.46,33.71,26.44,8.05,-41.14,25.17
2024-06-25,3.02,22.14,Financial Services,1.72,12.16,99.9,33.17,26.08,8.82,-41.3,23.92
2024-06-26,2.05,22.26,Financial Services,0.85,11.56,93.5,32.74,25.19,7.82,-42.35,23.95
2024-06-27,2.69,22.42,Financial Services,0.06,12.11,101.95,33.9,22.54,6.59,-42.25,20.8
2024-06-28,4.01,21.66,Financial Services,0.83,15.58,100.37,35.97,22.11,8.15,-42.58,18.95
2024-07-01,4.55,21.54,Financial Services,0.2,15.27,108.56,37.48,20.79,10.14,-42.1,18.98
2024-07-02,6.9,22.15,Financial Services,1.06,17.52,103.36,39.71,22.7,10.68,-40.95,21.2
2024-07-03,6.82,22.58,Financial Services,1.06,17.12,101.08,39.62,23.66,11.28,-40.29,21.54
2024-07-05,5.57,23.16,Financial Services,1.24,16.35,99.96,37.05,24.02,10.61,-40.18,22.16
2024-07-08,6.11,23.25,Financial Services,1.19,17.63,97.19,37.3,23.13,11.71,-40.84,20.39
2024-07-09,8.17,23.35,Financial Services,2.71,20.9,96.67,38.93,22.72,13.93,-40.93,19.96
2024-07-10,9.0,24.29,Financial Services,3.93,21.68,96.3,39.04,19.71,14.87,-41.02,18.86
2024-07-11,9.18,23.45,Financial Services,5.54,19.38,91.92,38.81,20.46,16.17,-39.94,18.66
2024-07-12,8.61,24.05,Financial Services,5.93,17.23,94.93,37.15,21.47,15.56,-39.67,20.09
2024-07-15,9.39,24.34,Financial Services,5.3,,117.01,,,,,
2024-07-16,15.2,24.73,Financial Services,7.94,,124.72,,,,,
2024-07-17,14.81,23.77,Financial Services,,,122.59,,,,,
2024-07-18,12.29,23.26,Financial Services,,,108.45,,,,,
2024-07-19,12.01,22.81,Financial Services,,,130.33,,,,,
2024-07-22,10.45,23.5,Financial Services,,,136.89,,,,,
2024-07-23,10.74,23.35,Financial Services,,,130.19,,,,,
2024-07-24,10.17,21.18,Financial Services,,,118.98,,,,,
